filename,n_vertices,n_faces,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,bbox_diagonal,principal_length,centroid_x,centroid_y,centroid_z,is_watertight,volume
RightSlider1_1_hull.stl,936,312,-133.288818359375,109.2637939453125,22.507722854614258,-32.89909744262695,121.98614501953125,42.49227523803711,100.38972091674805,12.72235107421875,19.98455238342285,103.147160002416,100.1802396367396,-96.95933770318317,116.3810767149314,32.50997432684287,True,13056.005485811394
RightSlider2_1.stl,7332,2444,-97.5976791381836,105.98727416992188,26.286972045898438,1.1175942420959473,116.68619537353516,38.71302795410156,98.71527338027954,10.698921203613281,12.426055908203125,100.06787186154327,98.66083744288349,-50.410650324614984,111.55585243112716,32.50084687970209,True,2279.4021873471897
RightSlider2_1_hull.stl,750,250,-97.5976791381836,105.98727416992188,26.286972045898438,1.1175942420959473,116.68619537353516,38.71302795410156,98.71527338027954,10.698921203613281,12.426055908203125,100.06787186154327,98.66533028036898,-59.14204609370232,111.90603345743816,32.49606157430013,True,5958.373998994596
ShaftHandle_1.stl,1626,542,-106.88056945800781,47.17195510864258,2.82354474067688,-102.9789047241211,87.17195892333984,6.728375434875488,3.9016647338867188,40.000003814697266,3.9048306941986084,40.37909106978272,40.000003815076866,-104.88605974110584,67.17195674150193,4.735792259741826,True,477.7256776857057
ShaftHandle_1_hull.stl,456,152,-106.88056945800781,47.17195510864258,2.82354474067688,-102.9789047241211,87.17195892333984,6.728375434875488,3.9016647338867188,40.000003814697266,3.9048306941986084,40.37909106978272,40.00034271389238,-105.17212429381253,67.17195701599121,4.624686027828016,True,477.7256776857057
Shaft_copy_1.stl,7050,2350,-109.92658233642578,61.10651397705078,1.7759599685668945,-99.93922424316406,71.10651397705078,40.77595901489258,9.987358093261719,10.0,38.999999046325684,41.48189059452865,39.05070642249301,-104.93312472620754,65.78302375035929,23.481896568291575,True,2526.7675954455226
Shaft_copy_1_hull.stl,2370,790,-109.92658233642578,61.10651397705078,1.7759599685668945,-99.93922424316406,71.10651397705078,40.77595901489258,9.987358093261719,10.0,38.999999046325684,41.48189059452865,39.02954650718388,-104.7841426382588,65.98791189233965,26.120425648427712,True,2855.6783200607447
Washer_1.stl,4968,1656,-119.92619323730469,51.108192443847656,24.379777908325195,-89.93290710449219,81.1048355102539,27.379777908325195,29.9932861328125,29.99664306640625,3.0,42.52523731030952,29.99676986618159,-104.9292866865026,66.10638022921896,25.958280323784134,True,1448.9648876710125
Washer_1_hull.stl,1248,416,-119.92619323730469,51.108192443847656,24.379777908325195,-89.93290710449219,81.1048355102539,27.379777908325195,29.9932861328125,29.99664306640625,3.0,42.52523731030952,29.993403848499074,-104.75632602129227,68.46277757791373,25.879777908325195,True,2119.309652589829
base_link.stl,3648,1216,-138.39175415039062,23.99627113342285,14.379776954650879,-83.56764221191406,109.03524780273438,24.379777908325195,54.82411193847656,85.03897666931152,10.000000953674316,101.67256671236251,82.74754664390892,-110.47449156694245,66.42029320827702,19.828221307511914,True,37898.65355858982
base_link_hull.stl,48,16,-138.39175415039062,23.99627113342285,14.379776954650879,-83.56764221191406,109.03524780273438,24.379777908325195,54.82411193847656,85.03897666931152,10.000000953674316,101.67256671236251,85.8497621079716,-117.03143469492595,70.43369833628337,19.278503437836964,True,41258.060234780925
제목_없음__1__1.stl,66576,22192,-200.7497100830078,27.150991439819336,24.968910217285156,79.0,214.69908142089844,398.1946716308594,279.7497100830078,187.5480899810791,373.2257614135742,502.7242338795894,308.0712989059211,-154.39049044114552,69.06444808652383,117.78315462157349,False,
키-30-3 v1.stl,1164,388,30.443679809570312,111.57363891601562,211.77647399902344,33.44367980957031,131.57363891601562,214.77647399902344,3.0,20.0,3.0,20.445048300260872,20.007159131735726,31.945368085120553,121.73251328353619,213.27647399902344,True,172.42699365719923
